64;Gastilonių atodanga;1323938974;509593.1332;6081733.286
65;Gaujos mokomojo pažintinio tako bokštelis;3296721649;608609.5683;6005888.944
66;Gedimino kapo kalno regykla;1416904471;583858.8405;6061542.74
67;Gedimino pilis;2837707104;583216.9076;6061913.748
68;Gelionių kalva;5028700985;530333.5587;6052663.458
69;Genių Jūros Atodanga;3436031886;384162.9282;6136600.869
70;Giliaus ežero panorama;6646672505;449566.5015;6164520.937
71;Girininko bokštelis;3561937361;561987.8579;6077916.352
72;Gylių atodanga;4315141797;570037.4724;6158130.781
73;Hageno kalnas;2756825217;319049.276;6175756.839
74;Ilgio ežero apžvalgos aikštelė;5684711972;524980.5937;6036734.814
75;Ilzenbergo dvaro Apžvalgos aikštelė;4397056176;594612.6935;6226220.546
76;Įpilties šaltinio akmuo;1997471637;328906.1887;6224842.212
77;Itališkas vaizdelis;2837567137;310470.5344;6134995.26
78;Jėzuitų vienuolyno apžvalgos aikštelė;5171030470;492726.0413;6084446.299
79;Jiesios atodanga;2471915996;495936.4641;6078731.343
80;Jocių-Alangos atodangų regykla;5028699395;386146.49;6131677.959
81;Jogaudų apžvalgos bokštas;5028700967;371777.3102;6209138.243
82;Jono kalnelis;2320296301;320291.2191;6178726.194
83;Juodeikių apžvalgos aikštelė;3491500010;409541.3998;6234027.442
84;Juodkrantės apžvalgos aikštelė;5028214988;318419.9595;6160091.937
85;Juozapinės kalnas;5695821857;605354.1978;6045039.123
86;Juozapinės kalno III regykla;2788401067;605356.4754;6045196.417
87;Juozapinės kalno II regykla;2788401061;605463.8227;6045171.57
88;Jūrakalnio apžvalgos bokštas;3446718472;424368.0919;6224098.152
89;Jurakalnio griovos atodanga ir atragis;1628529558;424323.4282;6224160.426
90;Kadagių slėnio panorama;2807219131;511732.0033;6075097.83
91;Kalnalio apžvalgos bokštas;1316308655;346717.2108;6211963.756
92;Kalnelio miško regykla;4312281699;510767.2317;6167641.774
93;Kalnelis;2713017369;494003.9111;6081735.632
94;Kalniškių konglomeratų atodanga;2803225316;504822.9579;6083675.356
95;Kamanų apžvalgos bokštas;2659282431;416586.922;6243001.437
96;Karmazinų atodanga;2109098819;559895.2755;6076359.514
97;Kartenos piliakalnis;2821328850;342185.076;6200197.699
98;Kartuvių kalnas;4549105391;535120.7062;6049393.382
99;Karvaičių apžvalgos aikštelė;303908102;318303.6618;6159138.206
100;Kaukiškės apžvalgos aikštelė;5003241197;627786.2472;6135598.283
101;Kernavės apžvalgos aikštelė;1468775760;554694.0522;6083447.754
102;Kernuvių atodanga;5717687729;500950.7484;6050020.543
103;Kintų apžvalgos bokštelis;4485532803;325908.4686;6145881.935
104;Kopa;2375321445;519905.4496;6095854.791
105;Krekenavos apžvalgos bokštas;2659304435;506652.0579;6157437.576
106;Krokų lankos stebykla;2068544803;329596.4938;6141341.677
107;Kučkuriškių piliakalnis;3153759720;588166.0206;6063268.88
108;Kupos upės slėnio parkas;1355474516;561132.4941;6189648.077
109;Ladakalnis;3751956238;626187.4502;6138590.728
110;Laimio kalnas;766866892;584327.4386;6058482.694
111;Lakštingalų slėnis;1074248500;504077.4781;6085879.939
112;Lašinių konglomeratų atodanga;5179618536;516565.5049;6074965.335
113;Ledų ragas;2756825216;319832.0327;6175250.39
114;Lentainių piliakalnis;1690291739;496653.7846;6091739.397
115;Lepelionių piliakalnis;1690102715;524784.858;6048743.046
116;Lėvens apžvalgos aikštelė;2283843877;524743.6341;6214248.478
117;Liesėnų piliakalnis;1690325421;583244.5936;6120220.579
118;Liškiavos piliakalnis;1686128731;502852.4306;5993764.591
119;Liudgardo šlaitas;5216159177;595894.3619;6102281.277
120;Lurdas;1444952227;327599.4654;6198811.781
121;Lygumų apžvalgos bokštas;2709657798;634866.4066;6128159.649
122;Mančiagirės skardžiai;3984811657;530154.7587;5997997.036
123;Marių Mergelio atodanga;2756927304;309185.6073;6133018.262
124;Matelio rėva;2375321446;525612.2651;6104899.493
125;Medvėgalio piliakalnis;3631511904;398764.6309;6167057.461
126;Menininkų kopa;3343687924;313237.1887;6140952.243
127;Mergakalnio regykla;382399179;515696.2068;6076520.697
128;Merguvos ežero apžvalgos bokštas;5028700215;375334.1658;6103668.641
129;Merkinės apžvalgos bokštas;3178402508;511400.2561;6002948.378
130;Merkinės piliakalnis;1687532290;511981.4906;6002323.487
131;Meškos galva;2756825220;319092.7635;6171659.036
132;Metelių apžvalgos bokštas;2659338565;483248.5815;6017645.183
133;Miesto panorama;2470948927;580951.8906;6064055.195
134;Miesto panorama;5554620085;579249.1821;6062717.907
135;Miežonių regykla;5028701032;498510.6353;6004265.018
136;Mikalojaus Daukšos kiemas;2347023774;582988.5584;6061522.061
137;Mikierių atodanga;686546498;575225.737;6170583.098
138;Mindūnų apžvalgos bokštas;3700633124;599317.0233;6121511.217
139;M.K. Sarbievijaus kiemas;3651935481;583038.5252;6061489.458
140;Muoriškių atodanga;4947550831;549576.3178;6253410.156
141;Murmulių atodanga;5162560420;508517.9518;6168215.439
142;Naglių ragas;2756927419;317882.7194;6154090.858
143;Naisių kaimo apžvalgos bokštelis;5028699376;440524.3276;6185947.713
144;Negyvosios kopos;288085010;315707.5175;6148871.936
145;Nemirsetos kopų ir smiltpievių apžvalgos aikštelė;3800898681;316261.1491;6196198.416
146;Nemunaičio atodanga;4966875773;502625.1817;6018976.61
147;Nemuno apžvalgos aikštelė;3013040135;374092.8198;6107435.738
148;Nemuno apžvalgos aikštelė;1733573451;473132.0015;6100273.125
149;Nemuno apžvalgos aikštelė;3013040133;374240.5344;6107387.802
150;Nemuno ir Neries santaka;2000463622;491856.8016;6084853.678
151;Neries apžvalgos aikštelė;3421869471;578985.2096;6061986.276
152;Neringos kalnas;2756825218;319122.1113;6174560.587
153;Netonių šlaitas;1962237461;482181.8073;6089418.737
154;Nevėžio upės slėnio apžvalgos bokštelis;4996806565;505515.3512;6154213.315
155;Nuostabūs saulėlydžiai ir Pagojės tvenkinys;4411249001;565776.6326;6156546.97
156;Obelų laukymė;4448856990;585969.6601;6064063.351
157;Observatorijos kiemas;3651935480;582984.8034;6061425.352
158;Olando kepurės skardis;4319222673;316141.7064;6188763.812
159;Ožkų ragas;3343740219;314941.0115;6142696.862
160;Pageležių miškas;2375321447;530069.4709;6114850.919
161;Pagojės tvenkinio užtvanka;4811244924;565797.5895;6156717.541
162;Pagramančio atodanga;2370216014;387875.5003;6139039.219
163;Palangos bažnyčios bokštas;5844602772;316593.2909;6202034.086
164;Palangos tiltas;1251739821;315649.5702;6202334.327
165;Panemuninkų skardis;5178044397;503670.8266;6041877.826
166;Paneriškių skardis;2045876096;563206.359;6068217.337
167;Panerių šilo regykla;2061136835;557125.9871;6071786.32
168;Panorama;312531257;498016.0525;6084511.712
169;Panorama į miestą ir Pučkorių slėnį;4880667870;587705.4006;6060914.048
170;Papiškių piliakalnis;1758423764;590095.4255;6052116.482
171;Paplatelės apžvalgos aikštelė;5028699371;368204.8214;6214211.119
172;Paplatelės tako apžvalgos bokštas;472455729;368877.2675;6214399.069
173;Parnidžio kopa;2837519165;308899.3165;6132925.598
174;Parnidžio ragas;2756927300;309529.3613;6132361.992
175;Paukščių stebėjimo taškas;4285830489;316636.6551;6146282.015
176;Paukščių stebėjimo vieta;5179618538;499431.3658;6056813.933
177;Pervalkos ragas;5028700205;315994.4731;6144636.439
178;Petro Skargos kiemas;3651935478;583041.0569;6061442.514
179;Pilkieji garniai ir kormoranai;475255988;317630.8205;6157537.817
180;Pilsupių atodanga;3990113032;480668.1025;6130532.371
181;Platelių ežero apžvalgos aikštelė;1930144634;364703.3015;6214675.603
182;Plikakalnio atodanga;3884679871;578911.4588;6061601.055
183;Plocio ežero paukščių stebėjimo namelis;475305601;316419.0776;6192823.096
184;Plungės Lurdas;2435263457;364091.6923;6199915.473
185;Polderio bokštelis;4485539290;325795.2339;6140412.611
186;Poteronių piliakalnis;1688321196;509682.8662;6024640.592
187;Pramoninė panorama;4166852260;578442.9785;6058191.133
188;Prelomčiškės piliakalnis;1746798593;477559.7107;6019550.462
189;Prisikėlimo bažnyčios apžvalgos aikštelė;4571659367;494686.1703;6085187.189
190;Pūčkorių atodanga;738082549;587214.2219;6062590.722
191;Punios piliakalnio viršutinė aikštelė;6075811579;505932.2536;6041740.103
192;Pustlaukio duobės regykla;3680502700;435530.375;6186345.56
193;Pušų alėja;4851615022;657877.3998;6148184.924
194;Puvočių (Omnitel) apžvalgos bokštas;1309813996;520225.5868;5997466.861
195;Rambynas;280777081;373658.0203;6107561.411
196;Raudonės pilies bokštas;2501859774;444489.889;6107094.499
197;Raudonpamūšio atodanga;5179618537;505192.823;6215244.846
198;Raudonskardžio atodanga;5216114518;426333.3434;6224032.687
199;Regykla ant įspūdingo aukščio šlaito;2059656225;563812.2027;6068998.937
200;Regykla „Trys ežerai“;5028701034;421208.886;6030802.653
201;Regykla „Voras“;5028701033;452176.8349;6247022.318
202;Rimo kalnelis;5028701026;439602.2958;6187139.611
203;Riverfront terasa;3169074463;581219.4816;6062798.739
204;Rokantiškių piliavietės regykla;3774775516;589702.6642;6062405.797
205;Rokantiškių regykla;3068159618;587272.6004;6063961.724
206;Rubikių apžvalgos bokštas;831207869;580133.4119;6150582.283
207;Rumšiškių apžvalgos bokštas;1314231552;512419.3487;6080373.224
208;Rusnės apžvalgos bokštas;474708837;327432.4897;6135700.906
209;Rusnės regykla;3010827377;328405.7935;6133575.505
210;Šakiškių skardis;1718008073;588486.5763;6078714.364
211;Salako paukščių stebėjimo bokštelis;4996536359;635669.7471;6162504.82
212;Salantų parkas;2993013534;348505.9951;6216537.778
213;Sartų apžvalgos bokštas;5910951648;615149.0951;6191148.021
214;Šatrijos kalnas;1685048533;409762.8671;6194083.808
215;Saulės mūšio vieta;1993447244;469823.1824;6220201.255
216;Saules puķe;4361505839;662400.7889;6174228.883
217;Seredžiaus apžvalgos bokštelis;3089770393;462687.1907;6105153.691
218;Seredžiaus piliakalnis I;1688075575;462111.8219;6105106.447
219;Šereiklaukio miško apžvalgos bokštas;5028701025;377790.528;6103470.194
220;Šereitlaukio apžvalgos bokštas;4968605721;380156.5293;6102904.628
221;Šiaulės apylinkių apžvalgos bokštas;4055210014;463439.7404;6168013.127
222;Siberijos (Cidabro kalno) apžvalgos bokštas;2638244459;363784.719;6212867.955
223;Šiliniškių (Bitės) apžvalgos bokštas;437564602;625113.2549;6140209.837
224;Siponių atodanga;5178044390;499691.4381;6041669.8
225;Sirvėtos apžvalgos bokštas;2659499587;638939.6273;6123679.3
226;Skardis ir Vištyčio vaizdas;5028701024;419527.4464;6030645.798
227;Skaudvilės atodanga;4964546626;411340.763;6143343.717
228;Škėvonių atodanga;2496012802;500162.5875;6052031.915
229;Škėvonių atodanga;4964629667;500554.8046;6051943.345
230;Sky21 apžvalgos aikštelė;4320515370;319643.9964;6178858.213
231;Snow Arena;4353564489;497360.0918;5988161.514
232;Spaustuvės kiemas;3651935479;582986.0454;6061380.467
233;Stalo kalno regykla;2590491615;583851.919;6061977.656
234;Staškinės ežero regykla;5028701031;649882.0654;6120815.429
235;Stirniškių atodanga;2928063927;552341.177;6183471.122
236;Subačiaus g. apžvalgos aikštelė;477399208;583855.9098;6060899.946
237;Sveikatos tako apžvalgos aikštelė;5178044407;505182.016;6028400.341
238;Švenčionių apžvalgos bokštas;1309957971;640824.9944;6116666.558
239;Svilės kryžių kryžkelė;2103856550;434480.4271;6189369.667
240;Sviliškių kraštovaizdžio draustinio regykla;2108908928;567026.8543;6067002.111
241;Svirkančių atodanga;4964546709;408669.0762;6228398.529
242;Šv. Jonų bažnyčios varpinė;2471812239;583064.3576;6061419.519
243;Šv. Jurgio bažnyčios apžvalgos aikštelė;6792766086;473365.7148;6100556.856
244;Tabokinės atodanga;4953135081;551425.6752;6253306.892
245;Tauro kalno panorama;4340144872;581829.4488;6061773.724
246;Terasa;2022625859;582111.5978;6062865.847
247;Trakų m. apžvalgos aikštelė;726034642;560096.1675;6059997.07
248;Trakų pilies panorama;1131223985;560095.3404;6057412.68
249;Trijų kryžių apžvalgos aikštelė;308878465;583656.037;6061919.672
250;Tuputiškių serpantinas;2475356686;587534.6417;6060535.306
251;TV bokštas;4515277514;578321.0753;6061868.335
252;Tytuvėnų (Kokmaniškės / Majako kln.) apžvalgos bokštas;3372998255;452091.7985;6161940.734
253;Ūlos skardžių regykla;2710734036;528819.1383;6000794.901
254;Upės slenkstis;2626352567;592218.115;6050076.653
255;Urbo kalnas;5834155488;309081.4929;6133934.491
256;Vaikeso ež. salos piliakalnis;866097561;614329.8456;6155810.839
257;Vaizdas aplink Papėčių piliakalnį;2579910797;486856.6359;6019843.398
258;Vaizdas į Ančios ežerą;4348203490;480636.4233;5994613.724
259;Vaizdas į Anykščius;2972634548;568944.1058;6154820.421
260;Vaizdas į Aukštumalos pelkę;5735780281;332766.4584;6143241.57
261;Vaizdas į Baltijos jūrą;5689446695;316868.1638;6184239.985
262;Vaizdas į Čepkelių raistą;2645268792;528438.6127;5986842.716
263;Vaizdas į Galvės ežerą;1238977771;559978.347;6059382.725
264;Vaizdas į Galvės ežerą iš Užutrakio dvaro;2665518099;560858.4461;6058525.375
265;Vaizdas į Jūros upės slėnį;5551814772;390873.2281;6124934.323
266;Vaizdas į Kauną iš Milikonių;1260064245;493210.3088;6087328.828
267;Vaizdas į Kauno marias;2712793129;501533.7865;6082969.719
268;Vaizdas į Kauno marias;5740561866;512680.2647;6080489.971
269;Vaizdas į Kauno marias;718512601;503056.9611;6084788.114
270;Vaizdas į Kauno marias nuo Pažaislio;2712793134;501595.3419;6081958.588
271;Vaizdas į Kuršių marias;6644356767;318478.5874;6162020.224
272;Vaizdas į Merkį;1659291458;547629.5086;6019761.923
273;Vaizdas į miškus;2626282736;586188.019;6058866.692
274;Vaizdas į Nemuną;1907459503;483209.6896;6088467.297
275;Vaizdas į Nemuną;1907459532;483133.8627;6088500.95
276;Vaizdas į Nerį;6403605800;518653.5592;6104396.897
277;Vaizdas į Parnidžio kopą;5839452986;309075.1832;6133107.828
278;Vaizdas į Pažaislio vienuolyną;3027164894;502459.6701;6079879.549
279;Vaizdas į pelkę;2473433289;519512.6453;5987765.539
280;Vaizdas į Piktežerį;5732083281;365180.0945;6216112.219
281;Vaizdas į Piliškių ežerą;2513516321;563187.8922;6056493.83
282;Vaizdas į Platelių ežerą;5732083226;365383.8599;6215482.005
283;Vaizdas į Prezidentūrą;1277407583;582893.7293;6061411.471
284;Vaizdas į Senvagės ežerą;3205944559;522701.2721;6177402.893
285;Vaizdas į Vecekrugo kalną;5776808483;312668.0237;6139527.065
286;Vaizdas į Virvyčios upę;3498985419;410541.8857;6231801.048
287;Vaizdas nuo pilkapyno;3949668360;589005.2173;6063263.847
288;Variaus atodanga;1796291688;570024.1445;6160851.747
289;Vecekrugo apžvalgos bokštelis;5793598068;312214.5897;6139473.003
290;Vecekrugo kalnas;2111293780;312297.0377;6139470.286
291;Veisiejų apžvalgos bokštas;2659362312;481824.4682;5996032.54
292;Velniakampio atodanga;4558151069;562887.1502;6074322.512
293;Ventės rago švyturys;976164581;321758.0129;6137555.244
294;Ventos ir Virvytės santakos apžvalgos bokštas;1316303149;410158.1547;6233919.216
295;Verkių dvaro parko apžvalgos aikštelė;5028214986;583207.9175;6068616.244
296;Verkšionių regykla;4964629666;559127.3707;6075845.715
297;Vetygalos atodanga;429331341;563386.7857;6147080.36
298;Vilkakalnio apžvalgos bokštas;1314771408;638178.9887;6135435.241
299;Vilkyškių apžvalgos bokštas;3448572815;380088.8136;6110624.312
300;Vilniaus panorama;2303146285;579212.8714;6062296.154
301;Vilniaus senamiesčio vaizdas;1731566102;582192.8012;6060970.11
302;Vitkų šeimos koplyčia;3603784446;594332.4271;6125056.979
303;Vosbučių atodanga;5177967378;477696.6283;6136037.43
304;Vosgėlių piliakalnis;866079049;596002.7077;6147897.163
305;Vyžuonos parko apžvalgos aikštelė;5838804285;600551.1217;6153692.194
306;Žaibiškių II piliakalnis;866133511;603739.223;6173611.284
307;Žaliųjų regykla;2484428163;586079.8477;6073220.628
308;Žąsūgalos kalnas;5028701023;399718.2958;6192299.818
309;Žiegždrių atodanga;833247708;504114.2924;6083113.948
310;Žiegždrių atodanga II;2803225205;503964.4237;6083023.26
311;Žirgų ragas;5028700609;317107.5138;6146625.042
312;Žuvinto rezervato apžvalgos bokštas;2595529674;476320.8324;6035656.832
313;Žvainių Gaidžio koplyčia;2349902660;347941.8813;6215671.558
314;Žvilgsnis į Romintą;3491133889;420284.2032;6029549.432
